titulo,descripcion,categoria,latitud,longitud,fecha
"Incendio en Formosa, Formosa: bomberos trabajan en el lugar","Se reporta un incendio en un área industrial. Bomberos y Defensa Civil acudieron al lugar. Se recomienda evitar la zona y no inhalar humo. Si tenés info actualizada, comentá para ayudar a otros.",Incendio,-26.185458,-58.183593,1/21/2024
"Nevada en Malargüe, Mendoza: rutas con baja adherencia","Se registran (en las últimas horas) nevadas cerca de un parque/plaza. Puede haber hielo en calzada y reducción de visibilidad. Portar cadenas y consultar el estado de rutas antes de viajar. Se aconseja manejar con cadenas y luces bajas. Si tenés info actualizada, comentá para ayudar a otros.",Nevada,-35.468951,-69.567142,9/23/2024
"Calles anegadas en Zárate, Buenos Aires tras lluvias intensas",Vecinos informan anegamientos y acumulación de agua en un puente/viaducto. Hay demoras en el tránsito y se solicita circular con precaución.,Inundación,-34.13078,-59.005124,10/21/2024
"Corte parcial por protesta en San Salvador de Jujuy, Jujuy","Vecinos informan (esta mañana) una manifestación en la salida hacia la ruta. Hay cortes parciales/total de calzada y demoras. Se recomienda usar vías alternativas. Si tenés info actualizada, comentá para ayudar a otros.",Protesta,-24.171597,-65.321065,11/14/2024
"Corte parcial por protesta en Córdoba, Córdoba","Vecinos informan una manifestación en inmediaciones de una escuela. Hay cortes parciales/total de calzada y demoras. Se recomienda usar vías alternativas. Si tenés info actualizada, comentá para ayudar a otros.",Protesta,-31.395683,-64.212373,5/27/2024
"Corte de luz en Santa Fe, Santa Fe: cuadrillas revisan la red",Se registran (esta noche) interrupciones del servicio eléctrico en la salida hacia la ruta. La empresa distribuidora indicó tareas de reparación. Se sugiere desconectar artefactos sensibles.,Corte de energía,-31.611784,-60.706854,4/5/2024
"Altas temperaturas en Resistencia, Chaco: alertan por golpe de calor","Se reportan (esta mañana) temperaturas elevadas en la zona céntrica. Recomiendan hidratarse, evitar exposición al sol en horas pico y prestar atención a niños y adultos mayores. Protección Civil recomienda evitar actividad física al aire libre por la tarde. Si tenés info actualizada, comentá para ayudar a otros.",Ola de calor,-27.480092,-58.974203,10/7/2025
"Corte de luz en Gualeguaychú, Entre Ríos: cuadrillas revisan la red","Se registran interrupciones del servicio eléctrico en un barrio residencial. La empresa distribuidora indicó tareas de reparación. Se sugiere desconectar artefactos sensibles. Si tenés info actualizada, comentá para ayudar a otros.",Corte de energía,-32.999051,-58.489027,1/4/2025
"Nevada en Trelew, Chubut: rutas con baja adherencia","Se registran (esta mañana) nevadas en la salida hacia la ruta. Puede haber hielo en calzada y reducción de visibilidad. Portar cadenas y consultar el estado de rutas antes de viajar. Se aconseja manejar con cadenas y luces bajas. Si tenés info actualizada, comentá para ayudar a otros.",Nevada,-43.219206,-65.292748,6/28/2024
"Atención: aumento de consultas respiratorias en Salta, Salta",Vecinos informan alta demanda en guardias en un puente/viaducto. Se recomienda uso de barbijo en centros de salud si hay síntomas y ventilar ambientes.,Salud,-24.785368,-65.415868,2/4/2024
"Atención: aumento de consultas respiratorias en Belén, Catamarca","Vecinos informan alta demanda en guardias en un área industrial. Se recomienda uso de barbijo en centros de salud si hay síntomas y ventilar ambientes. Si tenés info actualizada, comentá para ayudar a otros.",Salud,-27.684619,-67.02,11/7/2025
"Atención: aumento de consultas respiratorias en San Miguel de Tucumán, Tucumán",Vecinos informan alta demanda en guardias en la zona céntrica. Se recomienda uso de barbijo en centros de salud si hay síntomas y ventilar ambientes.,Salud,-26.829752,-65.237097,1/27/2025
"Atención: aumento de consultas respiratorias en Caleta Olivia, Santa Cruz",Vecinos informan alta demanda en guardias en un corredor comercial. Se recomienda uso de barbijo en centros de salud si hay síntomas y ventilar ambientes.,Salud,-46.448282,-67.515666,7/12/2024
"Derrame de combustible en Jesús María, Córdoba: calzada resbaladiza",Se reporta un derrame de combustible cerca de un parque/plaza. Personal trabaja en la limpieza. Circular con extrema precaución y mantener distancia.,Derrame,-30.974688,-64.105119,1/20/2025
"Atención: aumento de consultas respiratorias en Neuquén, Neuquén",Vecinos informan alta demanda en guardias en un área industrial. Se recomienda uso de barbijo en centros de salud si hay síntomas y ventilar ambientes.,Salud,-38.940319,-68.070004,7/27/2025
"Choque en San Rafael, Mendoza: tránsito reducido",Testigos informan un accidente de tránsito en un área industrial. Se recomienda tomar desvíos y respetar indicaciones del personal en el lugar.,Accidente vial,-34.631193,-68.304726,3/25/2024
"Sismo percibido en Salta, Salta: sin daños reportados",Usuarios reportan un temblor en un barrio residencial. Por el momento no se informan daños. Mantener la calma y seguir recomendaciones de Defensa Civil. Se recomienda revisar instalaciones de gas y electricidad.,Sismo,-24.776909,-65.427563,1/5/2024
"Calles anegadas en Formosa, Formosa tras lluvias intensas","Vecinos informan (esta noche) anegamientos y acumulación de agua en la salida hacia la ruta. Hay demoras en el tránsito y se solicita circular con precaución. Algunos desagües se vieron superados por la intensidad de la lluvia. Si tenés info actualizada, comentá para ayudar a otros.",Inundación,-26.188692,-58.161817,9/19/2024
"Calles anegadas en Puerto Iguazú, Misiones tras lluvias intensas","Vecinos informan anegamientos y acumulación de agua en la zona céntrica. Hay demoras en el tránsito y se solicita circular con precaución. Si tenés info actualizada, comentá para ayudar a otros.",Inundación,-25.61623,-54.564341,10/11/2024
"Corte parcial por protesta en San Luis, San Luis",Vecinos informan una manifestación en un corredor comercial. Hay cortes parciales/total de calzada y demoras. Se recomienda usar vías alternativas.,Protesta,-33.297395,-66.319291,10/11/2024
"Alerta por robos en San Francisco, Córdoba: piden reforzar cuidados","Se reportan hechos de inseguridad en un barrio residencial. Vecinos solicitan mayor presencia policial. Evitar exhibir objetos de valor y denunciar al 911. Si tenés info actualizada, comentá para ayudar a otros.",Robo,-31.409222,-62.09499,9/8/2025
"Derrame de combustible en Resistencia, Chaco: calzada resbaladiza",Se reporta (en las últimas horas) un derrame de combustible en la salida hacia la ruta. Personal trabaja en la limpieza. Circular con extrema precaución y mantener distancia.,Derrame,-27.479404,-58.988025,3/29/2024
"Nevada en Neuquén, Neuquén: rutas con baja adherencia","Se registran nevadas en un área industrial. Puede haber hielo en calzada y reducción de visibilidad. Portar cadenas y consultar el estado de rutas antes de viajar. Se aconseja manejar con cadenas y luces bajas. Si tenés info actualizada, comentá para ayudar a otros.",Nevada,-38.937852,-68.068506,9/15/2025
"Corte de luz en Posadas, Misiones: cuadrillas revisan la red","Se registran (al mediodía) interrupciones del servicio eléctrico en un corredor comercial. La empresa distribuidora indicó tareas de reparación. Se sugiere desconectar artefactos sensibles. Si tenés info actualizada, comentá para ayudar a otros.",Corte de energía,-27.363666,-55.882848,9/13/2024
"Ráfagas fuertes en San Carlos de Bariloche, Río Negro: caída de ramas y carteles","Se reportan ráfagas intensas en un área industrial. Hay ramas caídas y reducción de visibilidad en algunos tramos. Evitar circular bajo árboles y estructuras inestables. Si tenés info actualizada, comentá para ayudar a otros.",Vientos fuertes,-41.159715,-71.317312,10/1/2025
"Incendio en Neuquén, Neuquén: bomberos trabajan en el lugar",Se reporta un incendio en la salida hacia la ruta. Bomberos y Defensa Civil acudieron al lugar. Se recomienda evitar la zona y no inhalar humo.,Incendio,-38.94068,-68.044416,8/25/2024
"Demoras en transporte en Pinamar, Buenos Aires",Usuarios informan demoras y cancelaciones en un corredor comercial. Se recomienda consultar estados oficiales y prever tiempos extra.,Transporte,-37.12837,-56.850968,7/21/2025
"Choque en Santiago del Estero, Santiago del Estero: tránsito reducido","Testigos informan un accidente de tránsito cerca de un parque/plaza. Se recomienda tomar desvíos y respetar indicaciones del personal en el lugar. Si tenés info actualizada, comentá para ayudar a otros.",Accidente vial,-27.791307,-64.285565,5/24/2025
"Ráfagas fuertes en San Martín de los Andes, Neuquén: caída de ramas y carteles",Se reportan ráfagas intensas en un puente/viaducto. Hay ramas caídas y reducción de visibilidad en algunos tramos. Evitar circular bajo árboles y estructuras inestables.,Vientos fuertes,-40.130313,-71.324501,5/23/2024
"Tormenta con granizo en Quilmes, Buenos Aires: daños en vehículos",Vecinos reportan caída de granizo en la salida hacia la ruta. Se registran daños menores y demoras. Se recomienda resguardarse y conducir a baja velocidad. (esta mañana).,Granizo,-34.73513,-58.255202,10/18/2024
"Derrame de combustible en Oberá, Misiones: calzada resbaladiza",Se reporta un derrame de combustible cerca de un parque/plaza. Personal trabaja en la limpieza. Circular con extrema precaución y mantener distancia.,Derrame,-27.484406,-55.097246,11/16/2025
"Atención: aumento de consultas respiratorias en San Juan, San Juan","Vecinos informan alta demanda en guardias sobre un acceso principal. Se recomienda uso de barbijo en centros de salud si hay síntomas y ventilar ambientes. Si tenés info actualizada, comentá para ayudar a otros.",Salud,-31.552847,-68.508027,3/6/2024
"Corte parcial por protesta en San Luis, San Luis","Vecinos informan una manifestación en un barrio residencial. Hay cortes parciales/total de calzada y demoras. Se recomienda usar vías alternativas. Si tenés info actualizada, comentá para ayudar a otros.",Protesta,-33.32461,-66.31759,11/16/2025
"Choque en Paraná, Entre Ríos: tránsito reducido",Testigos informan (esta mañana) un accidente de tránsito en un área industrial. Se recomienda tomar desvíos y respetar indicaciones del personal en el lugar.,Accidente vial,-31.715705,-60.542247,10/14/2024
"Alerta por robos en La Plata, Buenos Aires: piden reforzar cuidados","Se reportan hechos de inseguridad en la salida hacia la ruta. Vecinos solicitan mayor presencia policial. Evitar exhibir objetos de valor y denunciar al 911. Si tenés info actualizada, comentá para ayudar a otros.",Robo,-34.919434,-57.973656,8/9/2025
"Incendio en San Carlos de Bariloche, Río Negro: bomberos trabajan en el lugar",Se reporta (en las últimas horas) un incendio sobre un acceso principal. Bomberos y Defensa Civil acudieron al lugar. Se recomienda evitar la zona y no inhalar humo.,Incendio,-41.106116,-71.299811,1/28/2025
"Atención: aumento de consultas respiratorias en Villa Carlos Paz, Córdoba","Vecinos informan alta demanda en guardias en la salida hacia la ruta. Se recomienda uso de barbijo en centros de salud si hay síntomas y ventilar ambientes. Si tenés info actualizada, comentá para ayudar a otros.",Salud,-31.436776,-64.518925,1/7/2025
"Incendio en Bahía Blanca, Buenos Aires: bomberos trabajan en el lugar",Se reporta un incendio en la salida hacia la ruta. Bomberos y Defensa Civil acudieron al lugar. Se recomienda evitar la zona y no inhalar humo.,Incendio,-38.739933,-62.258836,7/18/2025
"Altas temperaturas en Puerto Iguazú, Misiones: alertan por golpe de calor","Se reportan (al mediodía) temperaturas elevadas en un corredor comercial. Recomiendan hidratarse, evitar exposición al sol en horas pico y prestar atención a niños y adultos mayores. Protección Civil recomienda evitar actividad física al aire libre por la tarde. Si tenés info actualizada, comentá para ayudar a otros.",Ola de calor,-25.622476,-54.555789,5/7/2024
"Deslizamiento de ladera en Caleta Olivia, Santa Cruz: precaución en accesos","Se reporta un deslizamiento de tierra/rocas en un área industrial. Puede haber calzada parcial o totalmente obstruida. Evitar transitar la zona hasta nuevo aviso. Si tenés info actualizada, comentá para ayudar a otros.",Deslizamiento,-46.4422,-67.512998,2/29/2024
"Choque en Formosa, Formosa: tránsito reducido","Testigos informan un accidente de tránsito en la zona céntrica. Se recomienda tomar desvíos y respetar indicaciones del personal en el lugar. Si tenés info actualizada, comentá para ayudar a otros.",Accidente vial,-26.200711,-58.199845,5/3/2025
"Nevada en Jáchal, San Juan: rutas con baja adherencia",Se registran (esta mañana) nevadas cerca de un parque/plaza. Puede haber hielo en calzada y reducción de visibilidad. Portar cadenas y consultar el estado de rutas antes de viajar. Se aconseja manejar con cadenas y luces bajas.,Nevada,-30.242542,-68.746515,2/8/2024
"Corte de luz en Mendoza, Mendoza: cuadrillas revisan la red","Se registran (esta mañana) interrupciones del servicio eléctrico en inmediaciones de una escuela. La empresa distribuidora indicó tareas de reparación. Se sugiere desconectar artefactos sensibles. Si tenés info actualizada, comentá para ayudar a otros.",Corte de energía,-32.899171,-68.87107,11/11/2024
